run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	613.87	13781.86	52.10	108.68	3.33	286.41	NA	92.58
2	617.13	13845.88	51.82	110.66	3.37	292.22	NA	92.50
3	609.45	13690.95	52.48	110.66	3.36	265.86	NA	92.37
4	607.87	13602.49	52.62	110.66	3.37	293.85	NA	88.96
5	600.14	13514.42	53.29	112.67	3.55	327.48	NA	93.03
6	613.27	13751.96	52.15	110.66	3.63	287.97	NA	91.42
7	612.01	13758.13	52.26	110.66	3.47	313.43	NA	93.42
8	615.78	13877.56	51.94	110.66	3.46	277.04	NA	96.04
9	606.97	13644.18	52.69	110.66	3.55	287.18	NA	92.49
10	618.15	13858.39	51.74	108.68	3.43	287.59	NA	92.06
