run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	426.76	9598.20	74.94	158.63	3.71	394.72	NA	65.40
2	428.20	9614.16	74.69	158.63	4.01	373.14	NA	64.58
3	429.77	9625.31	74.42	158.63	3.93	440.76	NA	63.37
4	428.30	9605.91	74.68	158.63	3.91	429.58	NA	64.01
5	428.89	9622.06	74.57	158.63	3.83	405.86	NA	64.27
6	429.81	9633.10	74.41	158.63	3.59	434.93	NA	63.82
7	420.09	9406.79	76.13	161.51	4.16	506.67	NA	61.89
8	428.46	9616.70	74.65	155.80	3.84	447.81	NA	64.43
9	426.45	9563.07	75.00	158.63	4.00	364.38	NA	63.59
10	427.26	9592.98	74.85	158.63	3.86	407.21	NA	64.48
