,,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0CH6,S0CH6,S0CH6,S0CH6,S0CH6,S0CH6,S0CH6,S0CH6,S0CH7,S0CH7,S0CH7,S0CH7,S0CH7,S0CH7,S0CH7,S0CH7,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,
Date,Time,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,PCUClocks,Freq band 0 cycles(%),Freq band 1 cycles(%),Freq band 2 cycles(%),Consumed energy units,Consumed Joules,Watts,Thermal headroom below TjMax(°C),Consumed DRAM energy units,Consumed DRAM Joules,DRAM Watts,
2026-04-01,21:26:18.225,1208572863,100.00,-1,-1,1208572863,0.00,2,1208572863,1208572908,100.00,-1,-1,1208572908,0.00,2,1208572908,1208572962,100.00,-1,-1,1208572962,0.00,2,1208572962,1208573013,100.00,-1,-1,1208573013,0.00,2,1208573013,1208573058,100.00,-1,-1,1208573058,0.00,2,1208573058,1208573106,100.00,-1,-1,1208573106,0.00,2,1208573106,1208573160,100.00,-1,-1,1208573160,0.00,2,1208573160,1208573205,100.00,-1,-1,1208573205,0.00,2,1208573205,1108076772,0.00,0.00,0.00,1534112,93.63,93.63,48,97176,5.93,5.93,
2026-04-01,21:26:19.223,1197375378,100.00,-1,-1,1197375378,0.00,2,1197375378,1197375378,100.00,-1,-1,1197375378,0.00,2,1197375378,1197375504,100.00,-1,-1,1197375504,0.00,2,1197375504,1197375507,100.00,-1,-1,1197375507,0.00,2,1197375507,1197375501,100.00,-1,-1,1197375501,0.00,2,1197375501,1197375498,100.00,-1,-1,1197375498,0.00,2,1197375498,1197375507,100.00,-1,-1,1197375507,0.00,2,1197375507,1197375510,100.00,-1,-1,1197375510,0.00,2,1197375510,1097717159,0.00,0.00,0.00,1515366,92.49,92.49,49,95088,5.80,5.80,
2026-04-01,21:26:20.226,1197553044,100.00,-1,-1,1197553044,0.00,2,1197553044,1197553044,100.00,-1,-1,1197553044,0.00,2,1197553044,1197553047,100.00,-1,-1,1197553047,0.00,2,1197553047,1197553050,100.00,-1,-1,1197553050,0.00,2,1197553050,1197553089,100.00,-1,-1,1197553089,0.00,2,1197553089,1197553083,100.00,-1,-1,1197553083,0.00,2,1197553083,1197553080,100.00,-1,-1,1197553080,0.00,2,1197553080,1197553083,100.00,-1,-1,1197553083,0.00,2,1197553083,1097874613,0.00,0.00,0.00,1513165,92.36,92.26,49,95153,5.81,5.80,
2026-04-01,21:26:21.224,1197840363,100.00,-1,-1,1197840363,0.00,2,1197840363,1197840363,100.00,-1,-1,1197840363,0.00,2,1197840363,1197840366,100.00,-1,-1,1197840366,0.00,2,1197840366,1197840366,100.00,-1,-1,1197840366,0.00,2,1197840366,1197840372,100.00,-1,-1,1197840372,0.00,2,1197840372,1197840402,100.00,-1,-1,1197840402,0.00,2,1197840402,1197840396,100.00,-1,-1,1197840396,0.00,2,1197840396,1197840393,100.00,-1,-1,1197840393,0.00,2,1197840393,1098121060,0.00,0.00,0.00,1518096,92.66,92.66,48,97502,5.95,5.95,
2026-04-01,21:26:22.225,1197580758,100.00,-1,-1,1197580758,0.00,2,1197580758,1197580758,100.00,-1,-1,1197580758,0.00,2,1197580758,1197580761,100.00,-1,-1,1197580761,0.00,2,1197580761,1197580758,100.00,-1,-1,1197580758,0.00,2,1197580758,1197580713,100.00,-1,-1,1197580713,0.00,2,1197580713,1197580710,100.00,-1,-1,1197580710,0.00,2,1197580710,1197580707,100.00,-1,-1,1197580707,0.00,2,1197580707,1197580707,100.00,-1,-1,1197580707,0.00,2,1197580707,1097905684,0.00,0.00,0.00,1521662,92.87,92.78,48,94852,5.79,5.78,
2026-04-01,21:26:23.225,1197585270,100.00,-1,-1,1197585270,0.00,2,1197585270,1197585276,100.00,-1,-1,1197585276,0.00,2,1197585276,1197585465,100.00,-1,-1,1197585465,0.00,2,1197585465,1197585468,100.00,-1,-1,1197585468,0.00,2,1197585468,1197585471,100.00,-1,-1,1197585471,0.00,2,1197585471,1197585471,100.00,-1,-1,1197585471,0.00,2,1197585471,1197585492,100.00,-1,-1,1197585492,0.00,2,1197585492,1197585471,100.00,-1,-1,1197585471,0.00,2,1197585471,1097869604,0.00,0.00,0.00,1518153,92.66,92.66,49,95282,5.82,5.82,
2026-04-01,21:26:24.225,1197592191,100.00,-1,-1,1197592191,0.00,2,1197592191,1197592194,100.00,-1,-1,1197592194,0.00,2,1197592194,1197592200,100.00,-1,-1,1197592200,0.00,2,1197592200,1197592200,100.00,-1,-1,1197592200,0.00,2,1197592200,1197592200,100.00,-1,-1,1197592200,0.00,2,1197592200,1197592209,100.00,-1,-1,1197592209,0.00,2,1197592209,1197592212,100.00,-1,-1,1197592212,0.00,2,1197592212,1197592218,100.00,-1,-1,1197592218,0.00,2,1197592218,1097897336,0.00,0.00,0.00,1515748,92.51,92.51,49,92369,5.64,5.64,
2026-04-01,21:26:25.226,1197451986,100.00,-1,-1,1197451986,0.00,2,1197451986,1197451986,100.00,-1,-1,1197451986,0.00,2,1197451986,1197451992,100.00,-1,-1,1197451992,0.00,2,1197451992,1197451995,100.00,-1,-1,1197451995,0.00,2,1197451995,1197452001,100.00,-1,-1,1197452001,0.00,2,1197452001,1197452001,100.00,-1,-1,1197452001,0.00,2,1197452001,1197452001,100.00,-1,-1,1197452001,0.00,2,1197452001,1197452004,100.00,-1,-1,1197452004,0.00,2,1197452004,1097784193,0.00,0.00,0.00,1518190,92.66,92.57,49,92035,5.62,5.61,
2026-04-01,21:26:26.226,1197475038,100.00,-1,-1,1197475038,0.00,2,1197475038,1197475038,100.00,-1,-1,1197475038,0.00,2,1197475038,1197475041,100.00,-1,-1,1197475041,0.00,2,1197475041,1197475041,100.00,-1,-1,1197475041,0.00,2,1197475041,1197475050,100.00,-1,-1,1197475050,0.00,2,1197475050,1197475053,100.00,-1,-1,1197475053,0.00,2,1197475053,1197475050,100.00,-1,-1,1197475050,0.00,2,1197475050,1197475053,100.00,-1,-1,1197475053,0.00,2,1197475053,1097752351,0.00,0.00,0.00,1523169,92.97,92.97,49,93214,5.69,5.69,
2026-04-01,21:26:27.226,1197190209,100.00,-1,-1,1197190209,0.00,2,1197190209,1197190206,100.00,-1,-1,1197190206,0.00,2,1197190206,1197190209,100.00,-1,-1,1197190209,0.00,2,1197190209,1197190215,100.00,-1,-1,1197190215,0.00,2,1197190215,1197190218,100.00,-1,-1,1197190218,0.00,2,1197190218,1197190218,100.00,-1,-1,1197190218,0.00,2,1197190218,1197190193,100.00,-1,-1,1197190193,0.00,2,1197190193,1197190185,100.00,-1,-1,1197190185,0.00,2,1197190185,1097573221,0.00,0.00,0.00,1518478,92.68,92.68,49,93426,5.70,5.70,
2026-04-01,21:26:28.226,1197523803,100.00,-1,-1,1197523803,0.00,2,1197523803,1197523806,100.00,-1,-1,1197523806,0.00,2,1197523806,1197523863,100.00,-1,-1,1197523863,0.00,2,1197523863,1197523866,100.00,-1,-1,1197523866,0.00,2,1197523866,1197523866,100.00,-1,-1,1197523866,0.00,2,1197523866,1197523863,100.00,-1,-1,1197523863,0.00,2,1197523863,1197523869,100.00,-1,-1,1197523869,0.00,2,1197523869,1197523869,100.00,-1,-1,1197523869,0.00,2,1197523869,1097823735,0.00,0.00,0.00,1515700,92.51,92.51,49,94148,5.75,5.75,
2026-04-01,21:26:29.227,1197476595,100.00,-1,-1,1197476595,0.00,2,1197476595,1197476589,100.00,-1,-1,1197476589,0.00,2,1197476589,1197476592,100.00,-1,-1,1197476592,0.00,2,1197476592,1197476592,100.00,-1,-1,1197476592,0.00,2,1197476592,1197476592,100.00,-1,-1,1197476592,0.00,2,1197476592,1197476595,100.00,-1,-1,1197476595,0.00,2,1197476595,1197476604,100.00,-1,-1,1197476604,0.00,2,1197476604,1197476604,100.00,-1,-1,1197476604,0.00,2,1197476604,1097796073,0.00,0.00,0.00,1517725,92.63,92.54,49,93562,5.71,5.70,
2026-04-01,21:26:30.228,1197576447,100.00,-1,-1,1197576447,0.00,2,1197576447,1197576447,100.00,-1,-1,1197576447,0.00,2,1197576447,1197576510,100.00,-1,-1,1197576510,0.00,2,1197576510,1197576507,100.00,-1,-1,1197576507,0.00,2,1197576507,1197576504,100.00,-1,-1,1197576504,0.00,2,1197576504,1197576507,100.00,-1,-1,1197576507,0.00,2,1197576507,1197576477,100.00,-1,-1,1197576477,0.00,2,1197576477,1197576474,100.00,-1,-1,1197576474,0.00,2,1197576474,1097901742,0.00,0.00,0.00,1516702,92.57,92.57,48,93018,5.68,5.68,
2026-04-01,21:26:31.227,1197301248,100.00,-1,-1,1197301248,0.00,2,1197301248,1197301248,100.00,-1,-1,1197301248,0.00,2,1197301248,1197301287,100.00,-1,-1,1197301287,0.00,2,1197301287,1197301287,100.00,-1,-1,1197301287,0.00,2,1197301287,1197301290,100.00,-1,-1,1197301290,0.00,2,1197301290,1197301290,100.00,-1,-1,1197301290,0.00,2,1197301290,1197301287,100.00,-1,-1,1197301287,0.00,2,1197301287,1197301281,100.00,-1,-1,1197301281,0.00,2,1197301281,1097626574,0.00,0.00,0.00,1516837,92.58,92.58,48,93113,5.68,5.68,
2026-04-01,21:26:32.227,1197539859,100.00,-1,-1,1197539859,0.00,2,1197539859,1197539862,100.00,-1,-1,1197539862,0.00,2,1197539862,1197539871,100.00,-1,-1,1197539871,0.00,2,1197539871,1197539865,100.00,-1,-1,1197539865,0.00,2,1197539865,1197539868,100.00,-1,-1,1197539868,0.00,2,1197539868,1197539868,100.00,-1,-1,1197539868,0.00,2,1197539868,1197539865,100.00,-1,-1,1197539865,0.00,2,1197539865,1197539865,100.00,-1,-1,1197539865,0.00,2,1197539865,1097851084,0.00,0.00,0.00,1517241,92.61,92.61,49,93685,5.72,5.72,
2026-04-01,21:26:33.227,1196306733,100.00,-1,-1,1196306733,0.00,2,1196306733,1196306727,100.00,-1,-1,1196306727,0.00,2,1196306727,1196306736,100.00,-1,-1,1196306736,0.00,2,1196306736,1196306736,100.00,-1,-1,1196306736,0.00,2,1196306736,1196306742,100.00,-1,-1,1196306742,0.00,2,1196306742,1196306745,100.00,-1,-1,1196306745,0.00,2,1196306745,1196306709,100.00,-1,-1,1196306709,0.00,2,1196306709,1196306709,100.00,-1,-1,1196306709,0.00,2,1196306709,1096733572,0.00,0.00,0.00,1512985,92.35,92.35,49,93574,5.71,5.71,
2026-04-01,21:26:34.228,1197483132,100.00,-1,-1,1197483132,0.00,2,1197483132,1197483129,100.00,-1,-1,1197483129,0.00,2,1197483129,1197483135,100.00,-1,-1,1197483135,0.00,2,1197483135,1197483153,100.00,-1,-1,1197483153,0.00,2,1197483153,1197483156,100.00,-1,-1,1197483156,0.00,2,1197483156,1197483156,100.00,-1,-1,1197483156,0.00,2,1197483156,1197483159,100.00,-1,-1,1197483159,0.00,2,1197483159,1197483156,100.00,-1,-1,1197483156,0.00,2,1197483156,1097771881,0.00,0.00,0.00,1517968,92.65,92.65,49,92410,5.64,5.64,
2026-04-01,21:26:35.227,1197516300,100.00,-1,-1,1197516300,0.00,2,1197516300,1197516303,100.00,-1,-1,1197516303,0.00,2,1197516303,1197516264,100.00,-1,-1,1197516264,0.00,2,1197516264,1197516261,100.00,-1,-1,1197516261,0.00,2,1197516261,1197516255,100.00,-1,-1,1197516255,0.00,2,1197516255,1197516255,100.00,-1,-1,1197516255,0.00,2,1197516255,1197516249,100.00,-1,-1,1197516249,0.00,2,1197516249,1197516246,100.00,-1,-1,1197516246,0.00,2,1197516246,1097871319,0.00,0.00,0.00,1519895,92.77,92.77,49,93438,5.70,5.70,
2026-04-01,21:26:36.228,1197501186,100.00,-1,-1,1197501186,0.00,2,1197501186,1197501186,100.00,-1,-1,1197501186,0.00,2,1197501186,1197501186,100.00,-1,-1,1197501186,0.00,2,1197501186,1197501183,100.00,-1,-1,1197501183,0.00,2,1197501183,1197501177,100.00,-1,-1,1197501177,0.00,2,1197501177,1197501180,100.00,-1,-1,1197501180,0.00,2,1197501180,1197501216,100.00,-1,-1,1197501216,0.00,2,1197501216,1197501222,100.00,-1,-1,1197501222,0.00,2,1197501222,1097793158,0.00,0.00,0.00,1517725,92.63,92.54,49,91653,5.59,5.59,
2026-04-01,21:26:37.228,1197558867,100.00,-1,-1,1197558867,0.00,2,1197558867,1197558927,100.00,-1,-1,1197558927,0.00,2,1197558927,1197558927,100.00,-1,-1,1197558927,0.00,2,1197558927,1197558930,100.00,-1,-1,1197558930,0.00,2,1197558930,1197558930,100.00,-1,-1,1197558930,0.00,2,1197558930,1197558930,100.00,-1,-1,1197558930,0.00,2,1197558930,1197558933,100.00,-1,-1,1197558933,0.00,2,1197558933,1197558936,100.00,-1,-1,1197558936,0.00,2,1197558936,1097880107,0.00,0.00,0.00,1518459,92.68,92.68,49,91821,5.60,5.60,
2026-04-01,21:26:38.231,1197551997,100.00,-1,-1,1197551997,0.00,2,1197551997,1197552006,100.00,-1,-1,1197552006,0.00,2,1197552006,1197552084,100.00,-1,-1,1197552084,0.00,2,1197552084,1197552084,100.00,-1,-1,1197552084,0.00,2,1197552084,1197552084,100.00,-1,-1,1197552084,0.00,2,1197552084,1197552084,100.00,-1,-1,1197552084,0.00,2,1197552084,1197552109,100.00,-1,-1,1197552109,0.00,2,1197552109,1197552093,100.00,-1,-1,1197552093,0.00,2,1197552093,1097847498,0.00,0.00,0.00,1512291,92.30,92.30,48,90627,5.53,5.53,
