run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	639.94	14393.81	49.97	104.84	3.38	292.09	NA	98.10
2	642.53	14445.90	49.77	104.84	3.53	275.55	NA	98.10
3	642.15	14431.99	49.80	104.84	3.49	310.72	NA	97.76
4	649.58	14535.95	49.23	102.97	3.54	284.04	NA	95.03
5	648.49	14555.42	49.31	102.97	3.17	412.55	NA	97.59
6	645.72	14512.31	49.52	104.84	3.39	278.34	NA	98.27
7	647.74	14496.51	49.37	104.84	3.31	271.12	NA	94.80
8	649.20	14542.50	49.26	102.97	3.53	228.28	NA	95.95
9	638.20	14353.05	50.11	104.84	3.51	341.07	NA	97.72
10	647.55	14466.58	49.38	102.97	3.35	258.04	NA	93.20
