run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	426.97	9524.78	74.93	240.02	2.84	1215.85	NA	60.61
2	436.98	9814.22	73.21	227.40	2.66	667.53	NA	66.11
3	430.46	9652.00	74.31	227.40	2.97	2415.12	NA	64.15
4	437.56	9814.28	73.12	231.53	3.00	782.23	NA	65.34
5	427.27	9562.29	74.88	227.40	2.79	2244.81	NA	62.56
6	438.33	9831.47	72.99	223.34	2.94	755.32	NA	65.50
7	424.93	9554.22	75.29	231.53	3.07	1971.31	NA	64.91
8	432.08	9713.15	74.04	235.74	2.75	827.78	NA	65.96
9	414.51	9292.84	77.18	231.53	2.96	2321.53	NA	61.69
10	425.78	9562.12	75.14	240.02	2.72	849.84	NA	64.39
