run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	11.03	245.99	2828.30	5918.87	91.98	9511.35	NA	1.57
2	10.59	236.97	2938.36	6360.91	91.95	10269.49	NA	1.54
3	10.70	242.26	2915.77	5918.87	91.91	11139.26	NA	1.74
4	10.72	236.05	2912.53	6135.91	100.22	12836.62	NA	1.33
5	10.57	234.97	2942.27	6026.41	91.99	15687.86	NA	1.45
6	10.49	234.40	2975.37	6026.41	117.01	11405.82	NA	1.51
7	10.61	238.66	2938.43	6135.91	108.61	9034.36	NA	1.64
8	10.32	235.19	3029.40	6476.48	95.37	10872.36	NA	1.78
9	10.44	232.29	2987.88	6247.39	108.66	11175.36	NA	1.43
10	10.29	232.04	3030.13	6360.91	92.17	10586.58	NA	1.61
