run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	15.26	340.24	2062.29	4280.32	58.93	7289.58	NA	2.16
2	15.11	336.15	2082.48	4280.32	67.05	6930.15	NA	2.09
3	15.00	331.65	2098.00	4358.09	61.71	5540.69	NA	1.95
4	15.04	338.15	2090.95	4437.27	58.92	9275.39	NA	2.30
5	15.32	338.24	2057.20	4203.93	61.32	8211.85	NA	1.97
6	15.92	355.80	1977.19	4358.09	67.22	7073.98	NA	2.30
7	15.20	341.31	2070.06	4358.09	56.20	9240.58	NA	2.30
8	15.67	354.28	2007.99	4203.93	61.30	8477.90	NA	2.52
9	15.64	349.23	2013.39	4203.93	71.31	7123.66	NA	2.24
10	15.59	349.47	2016.51	4203.93	63.39	7827.67	NA	2.32
