run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	883.20	19800.11	36.22	75.82	2.57	223.73	NA	131.39
2	885.60	19824.44	36.12	74.46	2.47	228.35	NA	130.11
3	880.75	19718.39	36.32	75.82	2.61	239.99	NA	129.41
4	885.36	19853.50	36.13	75.82	2.54	215.35	NA	131.97
5	886.42	19852.44	36.09	74.46	2.46	224.24	NA	130.72
6	888.55	19892.38	36.00	74.46	2.52	222.06	NA	130.52
7	881.85	19762.21	36.27	75.82	2.49	210.66	NA	130.80
8	887.10	19816.42	36.06	74.46	2.44	199.96	NA	127.59
9	881.43	19728.30	36.29	75.82	2.58	184.77	NA	129.18
10	881.00	19703.24	36.31	75.82	2.40	262.59	NA	128.22
