run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	770.05	17300.49	41.55	87.56	1.48	308.79	NA	116.87
2	768.49	17295.70	41.63	87.56	1.38	233.72	NA	118.55
3	793.17	17801.71	40.33	84.47	1.41	240.70	NA	119.31
4	781.03	17590.85	40.96	86.00	1.37	233.20	NA	121.20
5	789.90	17754.03	40.50	84.47	1.31	242.72	NA	120.34
6	790.90	17727.84	40.45	84.47	1.26	213.80	NA	117.56
7	786.77	17700.36	40.66	86.00	1.42	213.76	NA	120.92
8	794.55	17892.15	40.26	84.47	1.33	345.98	NA	123.09
9	779.63	17577.83	41.03	86.00	1.32	231.19	NA	122.12
10	785.33	17658.70	40.74	86.00	1.38	241.42	NA	120.04
