run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	756.66	17006.27	42.28	89.16	1.88	229.83	NA	115.24
2	731.25	16434.56	43.75	92.42	1.94	248.23	NA	111.36
3	766.86	17260.08	41.72	87.56	1.88	251.33	NA	118.29
4	757.82	17038.08	42.21	89.16	1.99	248.35	NA	115.84
5	759.31	17020.50	42.13	89.16	2.03	238.02	NA	112.89
6	765.12	17158.13	41.81	87.56	1.87	249.73	NA	114.14
7	758.06	17003.30	42.20	89.16	1.92	227.63	NA	113.32
8	760.79	17081.75	42.05	89.16	1.90	314.92	NA	114.87
9	758.61	17026.51	42.17	89.16	1.86	240.08	NA	114.12
10	757.27	17035.30	42.24	89.16	1.86	290.01	NA	116.25
