run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	374.02	8369.36	85.42	277.21	2.78	777.46	NA	54.68
2	389.72	8724.89	82.09	248.83	2.99	2995.39	NA	57.29
3	380.10	8529.30	84.17	267.41	2.77	1037.35	NA	57.05
4	363.58	8146.37	88.00	272.27	2.89	1661.91	NA	53.84
5	371.35	8335.37	86.15	267.41	2.79	814.73	NA	55.84
6	374.34	8386.30	85.35	267.41	2.79	1996.94	NA	55.40
7	384.08	8604.74	83.29	262.64	2.71	1147.85	NA	56.79
8	398.47	8916.78	80.29	257.95	2.82	1209.98	NA	58.33
9	401.69	8984.62	79.65	248.83	2.89	835.34	NA	58.46
10	364.93	8137.99	87.67	277.21	2.89	2062.21	NA	51.62
