run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	1702.79	27244.60	18.79	22.28	10.06	28.71	NA	0.00
2	1700.69	27211.05	18.81	24.38	9.09	31.29	NA	0.00
3	1696.59	27145.46	18.86	24.83	9.33	32.06	NA	0.00
4	1711.23	27379.76	18.70	23.52	9.77	26.64	NA	0.00
5	1716.10	27457.55	18.64	25.74	11.19	34.15	NA	0.00
6	1698.84	27181.38	18.83	22.28	10.98	35.20	NA	0.00
7	1700.61	27209.73	18.81	22.28	9.88	29.34	NA	0.00
8	1699.70	27195.14	18.82	23.52	11.34	29.24	NA	0.00
9	1697.43	27158.86	18.85	22.28	9.83	30.02	NA	0.00
10	1693.94	27103.02	18.89	24.38	9.01	28.77	NA	0.00
