run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	18.71	419.55	1685.25	3639.94	50.25	8936.11	NA	2.78
2	18.43	414.47	1713.48	3511.19	58.86	5645.89	NA	2.82
3	17.88	400.89	1761.55	3511.19	57.19	7592.23	NA	2.66
4	18.24	404.03	1727.43	3706.08	54.47	8060.17	NA	2.41
5	18.25	410.36	1727.49	3773.42	55.34	7849.63	NA	2.79
6	17.96	404.16	1755.59	3841.98	53.56	6541.51	NA	2.78
7	18.43	411.21	1711.19	3511.19	58.91	7438.00	NA	2.62
8	18.13	418.94	1737.46	3773.42	54.22	6643.35	NA	3.47
9	17.77	399.77	1773.58	3639.94	53.95	6176.27	NA	2.73
10	18.25	412.12	1727.36	3773.42	50.40	7863.66	NA	2.91
