run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	426.93	9593.28	74.91	158.63	3.45	392.83	NA	64.92
2	428.54	9634.40	74.63	158.63	3.72	466.00	NA	65.43
3	427.56	9599.12	74.81	158.63	3.72	400.64	NA	64.44
4	427.14	9589.73	74.88	158.63	3.88	415.69	NA	64.39
5	426.30	9594.23	75.02	161.51	4.05	383.42	NA	65.80
6	424.33	9524.68	75.37	158.63	3.99	415.40	NA	63.86
7	426.35	9570.03	75.02	158.63	3.86	405.76	NA	64.17
8	427.68	9584.13	74.79	158.63	3.72	388.62	NA	63.49
9	428.67	9625.63	74.61	158.63	4.01	418.23	NA	64.74
10	424.60	9566.02	75.32	161.51	4.01	422.17	NA	65.98
