run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	767.10	17264.91	41.70	87.56	1.37	236.70	NA	118.36
2	762.58	17162.81	41.95	87.56	1.52	234.71	NA	117.59
3	770.69	17314.99	41.50	87.56	1.47	249.39	NA	116.98
4	766.58	17215.72	41.73	87.56	1.40	273.00	NA	115.95
5	768.34	17248.57	41.64	87.56	1.37	261.61	NA	115.78
6	768.12	17258.53	41.65	87.56	1.41	262.04	NA	116.64
7	766.72	17264.59	41.72	87.56	1.43	281.02	NA	118.80
8	769.02	17299.86	41.60	87.56	1.33	285.61	NA	118.13
9	774.13	17375.10	41.32	86.00	1.45	274.68	NA	116.39
10	769.72	17295.99	41.56	87.56	1.44	244.29	NA	117.01
