run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	891.95	19956.83	35.86	74.46	2.45	211.29	NA	130.33
2	900.35	20123.33	35.53	74.46	2.57	228.81	NA	130.20
3	898.22	20149.75	35.61	74.46	2.43	218.47	NA	134.47
4	900.42	20197.18	35.53	74.46	2.52	232.67	NA	134.71
5	896.88	20100.06	35.66	74.46	2.52	218.09	NA	133.06
6	896.33	20095.27	35.69	74.46	2.44	210.36	NA	133.43
7	898.22	20163.86	35.61	74.46	2.34	220.45	NA	135.34
8	896.72	20094.76	35.67	74.46	2.37	206.59	NA	132.96
9	898.26	20123.01	35.61	74.46	2.50	215.65	NA	132.80
10	898.07	20077.10	35.62	74.46	2.36	242.58	NA	130.20
