run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	8662.07	138593.05	3.69	4.10	2.30	8.51	NA	0.00
2	8648.80	138380.76	3.70	4.10	2.34	8.41	NA	0.00
3	8658.16	138530.60	3.69	4.10	2.08	6.90	NA	0.00
4	8661.47	138583.58	3.69	4.10	2.35	8.88	NA	0.00
5	8659.89	138558.24	3.69	4.10	2.34	8.37	NA	0.00
6	8646.29	138340.64	3.70	4.10	2.36	9.81	NA	0.00
7	8659.11	138545.78	3.69	4.10	2.28	7.75	NA	0.00
8	8659.44	138551.03	3.69	4.10	2.32	8.62	NA	0.00
9	8657.42	138518.65	3.69	4.10	2.24	8.49	NA	0.00
10	8655.72	138491.51	3.69	4.10	2.37	10.91	NA	0.00
