,,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,
Date,Time,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,PCUClocks,Freq band 0 cycles(%),Freq band 1 cycles(%),Freq band 2 cycles(%),Consumed energy units,Consumed Joules,Watts,Thermal headroom below TjMax(°C),Consumed DRAM energy units,Consumed DRAM Joules,DRAM Watts,
2026-04-01,21:25:24.354,1065107802,0.40,191973,48413991,1065107802,100.00,-1,-1,1065116574,0.47,215468,46309416,1065116574,100.00,-1,-1,1065125523,0.58,344049,59173640,1065125523,100.00,-1,-1,1065134631,0.77,343394,44380609,1065134631,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,998594912,0.00,0.00,0.00,587773,35.87,35.95,51,342495,5.24,5.25,
2026-04-01,21:25:25.354,1064142882,0.52,310341,59119049,1064142882,100.00,-1,-1,1064142236,0.42,221639,53207111,1064142236,100.00,-1,-1,1064141654,0.69,431784,62596567,1064141654,100.00,-1,-1,1064141029,0.53,354928,66508814,1064141029,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997692760,0.00,0.00,0.00,584133,35.65,35.72,51,342340,5.24,5.25,
2026-04-01,21:25:26.355,1065093077,0.34,237998,71006205,1065093077,100.00,-1,-1,1065093136,0.33,237564,71006209,1065093136,100.00,-1,-1,1065093545,0.34,212054,62652561,1065093545,100.00,-1,-1,1065093777,0.29,255445,88757814,1065093777,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,998506990,0.00,0.00,0.00,584190,35.66,35.73,51,343669,5.26,5.27,
2026-04-01,21:25:27.355,1063877703,0.50,311774,62581041,1063877703,100.00,-1,-1,1063877702,0.71,302577,42555108,1063877702,100.00,-1,-1,1063877140,0.80,325535,40918351,1063877140,100.00,-1,-1,1063876977,0.43,254805,59104276,1063876977,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997409844,0.00,0.00,0.00,581685,35.50,35.61,52,342579,5.24,5.26,
2026-04-01,21:25:28.355,1064062483,0.49,262689,53203124,1064062483,100.00,-1,-1,1064062517,0.87,383895,44335938,1064062517,100.00,-1,-1,1064062863,0.69,386900,56003308,1064062863,100.00,-1,-1,1064062856,0.58,361176,62591932,1064062856,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997549334,0.00,0.00,0.00,581979,35.52,35.59,52,342820,5.25,5.26,
2026-04-01,21:25:29.355,1064062167,0.47,385193,81850935,1064062167,100.00,-1,-1,1064062327,0.35,247175,70937488,1064062327,100.00,-1,-1,1064061959,0.43,383143,88671829,1064061959,100.00,-1,-1,1064062009,0.43,351196,81850923,1064062009,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997558740,0.00,0.00,0.00,586275,35.78,35.86,52,340515,5.21,5.22,
2026-04-01,21:25:30.355,1064614245,0.62,331314,53230712,1064614245,100.00,-1,-1,1064613972,0.48,213125,44358915,1064613972,100.00,-1,-1,1064614466,0.45,250154,56032340,1064614466,100.00,-1,-1,1064614441,0.58,306385,53230722,1064614441,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,998077493,0.00,0.00,0.00,582142,35.53,35.60,52,343553,5.26,5.27,
2026-04-01,21:25:31.359,1064301015,0.39,208486,53215050,1064301015,100.00,-1,-1,1064301241,0.48,234276,48377329,1064301241,100.00,-1,-1,1064301028,0.26,109326,42572041,1064301028,100.00,-1,-1,1064301098,0.38,192959,50681004,1064301098,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997786447,0.00,0.00,0.00,583262,35.60,35.71,51,343585,5.26,5.27,
2026-04-01,21:25:32.357,1063297292,0.77,370884,48331695,1063297292,100.00,-1,-1,1063297086,0.86,416791,48331685,1063297086,100.00,-1,-1,1063296884,0.43,350272,81792068,1063296884,100.00,-1,-1,1063296947,0.50,311540,62546879,1063296947,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,996838201,0.00,0.00,0.00,582301,35.54,35.65,51,344766,5.27,5.29,
2026-04-01,21:25:33.354,1064162162,0.41,240045,59120120,1064162162,100.00,-1,-1,1064162170,0.33,208467,62597774,1064162170,100.00,-1,-1,1064162385,0.35,220151,62597787,1064162385,100.00,-1,-1,1064162233,0.36,254290,70944148,1064162233,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997650325,0.00,0.00,0.00,586282,35.78,35.86,52,343161,5.25,5.26,
2026-04-01,21:25:34.354,1064037009,0.61,292635,48365318,1064037009,100.00,-1,-1,1064037265,0.71,301972,42561490,1064037265,100.00,-1,-1,1064037262,0.92,541812,59113181,1064037262,100.00,-1,-1,1064037432,0.86,380330,44334893,1064037432,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997539494,0.00,0.00,0.00,587143,35.84,35.94,52,345617,5.29,5.30,
2026-04-01,21:25:35.354,1064012640,0.55,267891,48364210,1064012640,100.00,-1,-1,1064012488,0.42,248064,59111804,1064012488,100.00,-1,-1,1064012442,0.46,224169,48364201,1064012442,100.00,-1,-1,1064012327,0.80,425187,53200616,1064012327,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997505639,0.00,0.00,0.00,585898,35.76,35.83,51,342093,5.23,5.24,
2026-04-01,21:25:36.355,1063932776,0.26,196536,75995198,1063932776,100.00,-1,-1,1063932693,0.09,63731,70928846,1063932693,100.00,-1,-1,1063932936,0.21,151161,70928862,1063932936,100.00,-1,-1,1063932874,0.38,288494,75995205,1063932874,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997449800,0.00,0.00,0.00,588333,35.91,36.02,51,345247,5.28,5.30,
2026-04-01,21:25:37.353,1063590035,0.53,284135,53179501,1063590035,100.00,-1,-1,1063590110,0.54,247901,46243048,1063590110,100.00,-1,-1,1063589669,0.61,232070,37985345,1063589669,100.00,-1,-1,1063589761,0.61,310946,50647131,1063589761,100.00,-1,-1,0,-nan,-1,-1,0,-nan,-1,-1,997132007,0.00,0.00,0.00,582824,35.57,35.64,51,341788,5.23,5.24,
