run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	587.49	13203.36	54.45	116.80	2.39	281.48	NA	89.48
2	586.34	13142.35	54.56	114.72	2.56	335.46	NA	87.05
3	584.34	13139.77	54.74	116.80	2.48	318.24	NA	89.35
4	583.72	13128.26	54.80	116.80	2.46	312.01	NA	89.47
5	584.55	13133.39	54.72	114.72	2.46	399.34	NA	88.75
6	585.10	13203.94	54.67	116.80	2.44	317.44	NA	92.45
7	584.78	13105.53	54.70	116.80	2.55	311.30	NA	86.74
8	584.61	13126.31	54.72	116.80	2.48	312.22	NA	88.21
9	590.18	13238.89	54.20	114.72	2.54	296.59	NA	88.25
10	584.26	13136.80	54.75	116.80	2.60	299.81	NA	89.27
