run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	1719.38	27510.10	18.61	23.95	7.48	32.55	NA	0.00
2	1695.89	27134.27	18.87	23.95	9.84	34.54	NA	0.00
3	1713.13	27410.01	18.68	23.10	11.17	26.70	NA	0.00
4	1703.99	27263.86	18.78	23.95	11.16	29.57	NA	0.00
5	1699.34	27189.51	18.83	23.10	8.23	32.54	NA	0.00
6	1702.75	27244.07	18.79	23.95	10.33	31.24	NA	0.00
7	1693.31	27093.04	18.89	22.69	10.56	31.85	NA	0.00
8	1701.01	27216.20	18.81	23.95	11.12	31.52	NA	0.00
9	1708.02	27328.37	18.73	25.28	8.70	29.60	NA	0.00
10	1697.65	27162.33	18.85	22.28	6.82	28.62	NA	0.00
