run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	769.07	17279.28	41.60	87.56	1.84	292.74	NA	116.81
2	767.03	17241.03	41.71	87.56	1.84	250.75	NA	116.90
3	767.38	17247.77	41.69	87.56	1.94	253.84	NA	116.95
4	765.19	17206.02	41.81	89.16	1.91	246.80	NA	117.02
5	768.99	17295.75	41.60	87.56	1.85	247.89	NA	117.91
6	768.09	17270.92	41.65	87.56	1.91	237.27	NA	117.42
7	765.60	17244.18	41.78	87.56	1.96	244.17	NA	118.92
8	767.25	17236.91	41.69	87.56	1.96	236.68	NA	116.41
9	765.21	17200.49	41.80	87.56	1.98	236.55	NA	116.72
10	767.69	17313.80	41.67	87.56	1.92	268.63	NA	120.60
