run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	579.73	13023.22	55.18	116.80	2.83	333.58	NA	87.91
2	578.88	13024.45	55.26	116.80	2.92	291.15	NA	89.03
3	580.77	13023.24	55.08	116.80	2.81	357.67	NA	86.62
4	579.68	13028.34	55.18	116.80	2.91	301.72	NA	88.24
5	580.09	13011.08	55.14	118.92	2.67	293.36	NA	86.72
6	587.06	13150.75	54.49	114.72	2.91	402.91	NA	86.75
7	579.47	13012.42	55.20	116.80	2.90	307.75	NA	87.48
8	577.56	12994.48	55.38	116.80	2.87	321.03	NA	88.82
9	581.84	13045.51	54.98	116.80	2.83	289.35	NA	86.65
10	584.89	13150.80	54.69	116.80	2.89	307.05	NA	89.46
