run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	731.83	16467.67	43.71	90.78	1.89	234.35	NA	112.63
2	756.22	16955.22	42.30	89.16	1.85	240.46	NA	112.76
3	764.56	17222.40	41.84	89.16	1.90	302.64	NA	118.85
4	758.40	17052.49	42.18	87.56	1.93	227.00	NA	115.94
5	752.60	16914.35	42.50	89.16	1.84	227.06	NA	114.58
6	750.42	16838.31	42.62	89.16	1.93	311.95	NA	112.56
7	748.27	16853.53	42.75	90.78	1.86	227.42	NA	116.13
8	749.57	16861.30	42.67	90.78	1.87	262.82	NA	115.05
9	745.57	16818.26	42.90	90.78	1.88	236.16	NA	117.39
10	751.88	16840.20	42.54	89.16	1.99	245.08	NA	110.98
