run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	729.88	16414.98	43.83	92.42	1.35	300.58	NA	111.78
2	729.37	16503.18	43.86	92.42	1.33	274.80	NA	117.87
3	733.66	16541.02	43.60	92.42	1.33	316.91	NA	114.95
4	736.81	16550.69	43.41	90.78	1.42	245.00	NA	111.61
5	736.40	16515.00	43.44	90.78	1.51	252.57	NA	109.95
6	744.26	16706.96	42.99	90.78	1.41	242.27	NA	112.09
7	746.46	16768.86	42.85	90.78	1.39	238.69	NA	113.23
8	734.39	16518.31	43.56	92.42	1.36	274.25	NA	112.62
9	740.89	16639.36	43.18	90.78	1.30	240.16	NA	112.09
10	741.41	16622.57	43.15	90.78	1.31	252.98	NA	110.40
