run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	768.91	17290.14	41.57	87.56	2.03	299.32	NA	117.69
2	753.74	16941.69	42.44	90.78	2.12	320.00	NA	114.85
3	771.53	17310.59	41.46	87.56	2.02	318.93	NA	115.64
4	768.61	17214.78	41.62	87.56	1.97	269.74	NA	113.36
5	772.13	17338.08	41.42	87.56	2.07	233.37	NA	116.67
6	772.12	17367.16	41.42	87.56	1.84	301.39	NA	118.42
7	763.07	17172.50	41.92	89.16	2.10	301.10	NA	117.58
8	763.69	17185.01	41.88	89.16	2.00	303.57	NA	117.62
9	768.61	17266.30	41.62	87.56	2.01	261.54	NA	116.48
10	773.51	17353.08	41.36	87.56	2.01	244.80	NA	115.79
