run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	737.99	16610.51	43.35	90.78	2.00	273.75	NA	113.85
2	739.52	16651.52	43.26	90.78	1.92	227.64	NA	114.55
3	739.49	16663.73	43.26	92.42	1.87	246.72	NA	115.34
4	743.30	16699.82	43.04	90.78	1.83	274.53	NA	112.83
5	740.68	16663.06	43.19	90.78	1.93	259.28	NA	113.72
6	740.36	16590.43	43.21	90.78	2.00	229.83	NA	109.74
7	737.90	16576.01	43.35	90.78	1.97	296.98	NA	111.85
8	736.77	16565.08	43.42	92.42	1.84	230.70	NA	112.51
9	740.02	16630.50	43.23	90.78	2.03	257.26	NA	112.59
10	722.43	16246.30	44.28	92.42	1.86	286.19	NA	110.62
