run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	18.41	412.46	1713.97	3706.08	50.60	7252.67	NA	2.73
2	18.30	423.06	1723.14	3639.94	50.38	6759.47	NA	3.52
3	18.08	407.89	1743.61	3706.08	42.32	7212.30	NA	2.85
4	18.47	411.33	1708.24	3639.94	50.54	6180.65	NA	2.59
5	18.36	410.97	1717.32	3706.08	58.87	7420.42	NA	2.69
6	19.10	430.81	1652.46	3639.94	50.43	7774.03	NA	3.00
7	18.47	417.39	1707.45	3639.94	58.93	9977.17	NA	2.94
8	19.13	423.50	1648.67	3386.99	58.93	6979.36	NA	2.51
9	18.62	413.77	1694.41	3511.19	50.57	6074.50	NA	2.54
10	18.49	415.93	1706.37	3841.98	50.40	7587.14	NA	2.84
