run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	741.10	16652.21	43.16	92.42	1.89	367.58	NA	112.58
2	743.45	16737.70	43.03	90.78	1.96	290.33	NA	114.95
3	745.75	16802.33	42.90	90.78	1.82	232.95	NA	116.17
4	742.81	16684.17	43.07	90.78	2.03	250.53	NA	112.42
5	738.66	16604.96	43.31	92.42	2.00	351.39	NA	112.64
6	739.03	16610.02	43.29	90.78	1.93	269.99	NA	112.62
7	738.20	16601.27	43.33	90.78	1.99	251.92	NA	113.05
8	741.27	16653.09	43.15	90.78	1.90	278.65	NA	112.46
9	738.08	16636.81	43.34	90.78	1.92	245.04	NA	115.35
10	748.04	16782.29	42.76	89.16	1.88	244.61	NA	112.01
