run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	635.41	14224.66	50.33	104.84	3.57	273.56	NA	93.29
2	646.27	14506.78	49.49	104.84	3.40	306.60	NA	97.33
3	646.52	14477.14	49.47	104.84	3.26	270.62	NA	95.24
4	636.43	14293.06	50.25	104.84	3.28	284.26	NA	96.27
5	641.45	14441.53	49.86	104.84	3.38	265.16	NA	99.23
6	633.82	14235.05	50.46	106.75	3.33	305.35	NA	95.83
7	629.92	14116.04	50.77	106.75	3.37	289.28	NA	93.34
8	643.37	14408.56	49.71	104.84	3.17	287.79	NA	94.79
9	643.53	14422.81	49.70	104.84	3.49	261.75	NA	95.50
10	644.23	14444.02	49.65	104.84	3.31	302.76	NA	95.96
