run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	776.84	17469.91	41.18	86.00	1.37	248.90	NA	118.93
2	771.27	17329.83	41.48	87.56	1.34	237.40	NA	117.20
3	774.49	17430.12	41.31	87.56	1.41	245.58	NA	119.36
4	772.28	17369.00	41.42	87.56	1.40	208.10	NA	118.40
5	772.28	17379.24	41.43	87.56	1.41	234.26	NA	118.97
6	770.61	17326.36	41.51	87.56	1.39	240.25	NA	117.75
7	769.52	17281.10	41.57	87.56	1.40	256.75	NA	116.32
8	761.32	17131.02	42.02	89.16	1.44	248.28	NA	117.15
9	773.18	17358.20	41.37	87.56	1.41	240.96	NA	116.65
10	769.74	17308.53	41.56	87.56	1.37	224.28	NA	117.77
