Core Power License 0: Core cycles where the core was running with power-delivery for baseline license level 0.  This includes non-AVX codes, SSE, AVX 128-bit, and low-current AVX 256-bit codes.
Core Power License 1: Core cycles where the core was running with power-delivery for license level 1.  This includes high current AVX 256-bit instructions as well as low current AVX 512-bit instructions.
Core Power License 2: Core cycles where the core was running with power-delivery for license level 2 (introduced in Skylake Server michroarchtecture). This includes high current AVX 512-bit instructions.
,,S0,S0,S0,S0,S0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH4,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0CH5,S0CH6,S0CH6,S0CH6,S0CH6,S0CH6,S0CH6,S0CH6,S0CH6,S0CH7,S0CH7,S0CH7,S0CH7,S0CH7,S0CH7,S0CH7,S0CH7,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,
Date,Time,Uncore Freq(Ghz),Core Freq(Ghz),Core Power License 0(%),Core Power License 1(%),Core Power License 2(%),DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,PCUClocks,Freq band 0 cycles(%),Freq band 1 cycles(%),Freq band 2 cycles(%),Consumed energy units,Consumed Joules,Watts,Thermal headroom below TjMax(°C),Consumed DRAM energy units,Consumed DRAM Joules,DRAM Watts,
2026-04-01,22:23:29.211,2.20,2.06,100.00,0.00,0.00,1334044080,100.00,-1,-1,1334044080,100.00,-1,-1,1334044082,100.00,-1,-1,1334044082,100.00,-1,-1,1334044080,100.00,-1,-1,1334044080,100.00,-1,-1,1334044084,100.00,-1,-1,1334044084,100.00,-1,-1,1334044086,100.00,-1,-1,1334044086,100.00,-1,-1,1334044086,100.00,-1,-1,1334044086,100.00,-1,-1,1334044090,100.00,-1,-1,1334044090,100.00,-1,-1,1334044092,100.00,-1,-1,1334044092,100.00,-1,-1,1100694620,0.00,0.00,0.00,1513270,92.36,92.36,61,700414,10.72,10.72,
2026-04-01,22:23:30.213,2.20,2.09,100.00,0.00,0.00,1333054668,100.00,-1,-1,1333054668,100.00,-1,-1,1333054726,100.00,-1,-1,1333054726,100.00,-1,-1,1333054774,100.00,-1,-1,1333054774,100.00,-1,-1,1333054828,100.00,-1,-1,1333054828,100.00,-1,-1,1333054880,100.00,-1,-1,1333054880,100.00,-1,-1,1333054930,100.00,-1,-1,1333054930,100.00,-1,-1,1333054980,100.00,-1,-1,1333054980,100.00,-1,-1,1333055034,100.00,-1,-1,1333055034,100.00,-1,-1,1099971568,0.00,0.00,0.00,1515592,92.50,92.50,61,698698,10.69,10.69,
2026-04-01,22:23:31.212,2.20,2.08,100.00,0.00,0.00,1334199294,100.00,-1,-1,1334199294,100.00,-1,-1,1334199292,100.00,-1,-1,1334199292,100.00,-1,-1,1334199298,100.00,-1,-1,1334199298,100.00,-1,-1,1334199300,100.00,-1,-1,1334199300,100.00,-1,-1,1334199296,100.00,-1,-1,1334199296,100.00,-1,-1,1334199214,100.00,-1,-1,1334199214,100.00,-1,-1,1334199212,100.00,-1,-1,1334199212,100.00,-1,-1,1334199210,100.00,-1,-1,1334199210,100.00,-1,-1,1100844530,0.00,0.00,0.00,1519342,92.73,92.73,61,699210,10.70,10.70,
2026-04-01,22:23:32.211,2.20,2.08,100.00,0.00,0.00,1332205532,100.00,-1,-1,1332205532,100.00,-1,-1,1332205526,100.00,-1,-1,1332205526,100.00,-1,-1,1332205526,100.00,-1,-1,1332205526,100.00,-1,-1,1332205522,100.00,-1,-1,1332205522,100.00,-1,-1,1332205516,100.00,-1,-1,1332205516,100.00,-1,-1,1332205520,100.00,-1,-1,1332205520,100.00,-1,-1,1332205520,100.00,-1,-1,1332205520,100.00,-1,-1,1332205524,100.00,-1,-1,1332205524,100.00,-1,-1,1099192279,0.00,0.00,0.00,1513162,92.36,92.36,61,698587,10.69,10.69,
2026-04-01,22:23:33.214,2.20,2.09,100.00,0.00,0.00,1333354064,100.00,-1,-1,1333354064,100.00,-1,-1,1333354068,100.00,-1,-1,1333354068,100.00,-1,-1,1333354070,100.00,-1,-1,1333354070,100.00,-1,-1,1333354050,100.00,-1,-1,1333354050,100.00,-1,-1,1333354054,100.00,-1,-1,1333354054,100.00,-1,-1,1333354074,100.00,-1,-1,1333354074,100.00,-1,-1,1333354074,100.00,-1,-1,1333354074,100.00,-1,-1,1333354076,100.00,-1,-1,1333354076,100.00,-1,-1,1100144963,0.00,0.00,0.00,1518026,92.65,92.65,61,699875,10.71,10.71,
2026-04-01,22:23:34.211,2.20,2.11,100.00,0.00,0.00,1332839000,100.00,-1,-1,1332839000,100.00,-1,-1,1332839000,100.00,-1,-1,1332839000,100.00,-1,-1,1332839000,100.00,-1,-1,1332839000,100.00,-1,-1,1332839000,100.00,-1,-1,1332839000,100.00,-1,-1,1332838980,100.00,-1,-1,1332838980,100.00,-1,-1,1332838870,100.00,-1,-1,1332838870,100.00,-1,-1,1332838870,100.00,-1,-1,1332838870,100.00,-1,-1,1332838868,100.00,-1,-1,1332838868,100.00,-1,-1,1099706072,0.00,0.00,0.00,1519183,92.72,92.72,61,700244,10.71,10.71,
2026-04-01,22:23:35.214,2.20,2.11,100.00,0.00,0.00,1333333550,100.00,-1,-1,1333333550,100.00,-1,-1,1333333616,100.00,-1,-1,1333333616,100.00,-1,-1,1333333640,100.00,-1,-1,1333333640,100.00,-1,-1,1333333680,100.00,-1,-1,1333333680,100.00,-1,-1,1333333700,100.00,-1,-1,1333333700,100.00,-1,-1,1333333680,100.00,-1,-1,1333333680,100.00,-1,-1,1333333676,100.00,-1,-1,1333333676,100.00,-1,-1,1333333680,100.00,-1,-1,1333333680,100.00,-1,-1,1100124545,0.00,0.00,0.00,1513120,92.35,92.35,61,699640,10.70,10.70,
2026-04-01,22:23:36.212,2.20,2.11,100.00,0.00,0.00,1333672102,100.00,-1,-1,1333672102,100.00,-1,-1,1333672100,100.00,-1,-1,1333672100,100.00,-1,-1,1333672104,100.00,-1,-1,1333672104,100.00,-1,-1,1333672104,100.00,-1,-1,1333672104,100.00,-1,-1,1333672178,100.00,-1,-1,1333672178,100.00,-1,-1,1333672176,100.00,-1,-1,1333672176,100.00,-1,-1,1333672176,100.00,-1,-1,1333672176,100.00,-1,-1,1333672136,100.00,-1,-1,1333672136,100.00,-1,-1,1100437054,0.00,0.00,0.00,1513165,92.36,92.36,61,698849,10.69,10.69,
2026-04-01,22:23:37.212,2.20,2.10,100.00,0.00,0.00,1333249688,100.00,-1,-1,1333249688,100.00,-1,-1,1333249770,100.00,-1,-1,1333249770,100.00,-1,-1,1333249740,100.00,-1,-1,1333249740,100.00,-1,-1,1333249720,100.00,-1,-1,1333249720,100.00,-1,-1,1333249808,100.00,-1,-1,1333249808,100.00,-1,-1,1333249824,100.00,-1,-1,1333249824,100.00,-1,-1,1333249826,100.00,-1,-1,1333249826,100.00,-1,-1,1333249822,100.00,-1,-1,1333249822,100.00,-1,-1,1100044979,0.00,0.00,0.00,1515596,92.50,92.50,60,697936,10.68,10.68,
