run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	10.70	239.37	2917.77	5409.26	91.97	14573.23	NA	1.56
2	10.64	243.36	2913.82	6476.48	91.99	13270.28	NA	1.88
3	11.09	248.97	2811.38	5813.24	87.19	14056.02	NA	1.66
4	11.25	252.91	2772.06	5813.24	95.92	13488.25	NA	1.70
5	11.26	251.21	2775.15	6026.41	100.24	9997.45	NA	1.59
6	11.33	253.18	2754.18	6026.41	91.95	8932.49	NA	1.63
7	11.10	251.79	2807.55	6026.41	100.24	13237.34	NA	1.83
8	10.64	238.50	2936.42	6026.41	98.98	10662.76	NA	1.59
9	10.70	235.78	2923.79	5918.87	100.93	10111.01	NA	1.35
10	10.48	233.55	2977.98	6135.91	84.60	11648.33	NA	1.49
