run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	575.09	12916.27	55.62	118.92	2.72	376.89	NA	87.03
2	571.79	12842.42	55.95	118.92	3.00	321.76	NA	86.63
3	573.78	12863.02	55.75	118.92	2.95	316.40	NA	85.38
4	571.98	12843.85	55.93	118.92	2.92	282.49	NA	86.42
5	570.53	12817.95	56.07	118.92	2.94	276.45	NA	86.59
6	573.01	12853.87	55.83	116.80	2.76	321.94	NA	85.73
7	573.06	12898.80	55.82	118.92	2.72	305.99	NA	88.46
8	575.55	12875.20	55.58	118.92	2.96	348.47	NA	83.93
9	572.84	12843.64	55.84	118.92	2.90	334.62	NA	85.31
10	572.40	12879.25	55.89	118.92	2.77	295.72	NA	88.01
