run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	449.65	10068.80	71.15	235.74	2.71	921.49	NA	66.22
2	442.20	9912.50	72.35	227.40	3.03	1702.21	NA	65.76
3	463.10	10392.12	68.97	227.40	2.77	996.17	NA	69.50
4	438.52	9843.76	72.91	231.53	2.79	1561.36	NA	66.01
5	452.17	10142.24	70.76	223.34	2.96	841.79	NA	67.66
6	448.86	10045.25	71.27	227.40	3.06	1705.39	NA	65.70
7	456.86	10263.07	70.03	235.74	3.02	627.22	NA	69.22
8	433.02	9702.74	73.88	244.38	2.78	1967.23	NA	64.13
9	434.72	9724.59	73.59	248.83	2.57	729.97	NA	63.37
10	446.44	10015.63	71.66	231.53	2.68	1657.72	NA	66.91
