run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	583.74	13158.12	54.80	116.80	2.62	296.69	NA	91.23
2	582.19	13094.19	54.94	116.80	2.32	348.94	NA	89.21
3	584.13	13126.72	54.76	114.72	2.54	328.79	NA	88.88
4	582.80	13110.44	54.89	116.80	2.44	338.08	NA	89.48
5	585.39	13165.84	54.65	116.80	2.52	320.61	NA	89.68
6	583.92	13102.67	54.78	116.80	2.53	351.95	NA	87.62
7	583.66	13115.25	54.81	116.80	2.33	313.45	NA	88.75
8	583.81	13116.08	54.79	114.72	2.53	298.05	NA	88.65
9	588.40	13225.63	54.36	114.72	2.45	320.10	NA	89.68
10	583.95	13124.97	54.78	116.80	2.48	373.45	NA	89.05
