run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	740.60	16602.38	43.19	90.78	2.22	253.67	NA	110.12
2	737.84	16564.80	43.35	92.42	2.06	229.01	NA	111.32
3	739.04	16596.83	43.28	92.42	2.13	287.57	NA	111.67
4	737.65	16594.00	43.37	90.78	2.01	282.75	NA	113.30
5	739.79	16615.62	43.24	90.78	1.98	248.22	NA	111.94
6	742.57	16648.17	43.07	90.78	2.08	256.00	NA	110.55
7	742.35	16729.76	43.09	92.42	1.86	270.21	NA	115.87
8	738.41	16610.00	43.32	92.42	2.01	224.48	NA	113.35
9	740.50	16622.16	43.20	90.78	1.79	234.21	NA	111.57
10	739.82	16608.66	43.24	92.42	1.77	377.76	NA	111.51
