run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	756.94	17019.25	42.26	89.16	1.81	215.68	NA	115.74
2	755.07	16962.52	42.37	89.16	1.94	258.33	NA	114.52
3	755.72	16967.63	42.33	89.16	1.97	244.51	NA	114.02
4	753.48	16952.63	42.45	90.78	1.87	223.57	NA	115.80
5	756.11	17011.90	42.31	89.16	1.89	242.50	NA	116.25
6	756.81	17055.50	42.27	90.78	1.89	271.61	NA	118.06
7	760.87	17089.39	42.04	89.16	1.98	262.12	NA	115.16
8	757.86	17026.22	42.21	89.16	1.99	259.83	NA	114.96
9	756.04	16966.78	42.31	89.16	1.82	261.24	NA	113.62
10	755.13	17002.78	42.36	89.16	1.97	259.84	NA	116.93
