run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	10.39	235.16	3000.24	6360.91	91.90	10956.34	NA	1.69
2	10.64	239.67	2927.00	6135.91	98.02	12804.04	NA	1.65
3	10.87	240.52	2868.79	5607.61	100.37	9578.00	NA	1.42
4	10.92	245.16	2858.07	6247.39	96.25	10504.11	NA	1.65
5	10.60	233.30	2941.22	5918.87	92.72	8264.00	NA	1.31
6	10.64	238.64	2930.38	5813.24	100.76	10430.64	NA	1.59
7	10.60	236.83	2940.31	6247.39	108.63	10220.75	NA	1.53
8	10.53	239.98	2963.10	6713.97	100.27	10320.60	NA	1.82
9	10.75	239.60	2902.09	6135.91	83.49	14615.21	NA	1.52
10	10.58	234.90	2951.97	6360.91	114.72	12334.89	NA	1.44
