,,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH0,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH1,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH2,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0CH3,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH0,S1CH1,S1CH1,S1CH1,S1CH1,S1CH1,S1CH1,S1CH1,S1CH1,S1CH2,S1CH2,S1CH2,S1CH2,S1CH2,S1CH2,S1CH2,S1CH2,S1CH3,S1CH3,S1CH3,S1CH3,S1CH3,S1CH3,S1CH3,S1CH3,S1,S1,S1,S1,S1,S1,S1,S1,S1,S1,S1,
Date,Time,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,PCUClocks,Freq band 0 cycles(%),Freq band 1 cycles(%),Freq band 2 cycles(%),Consumed energy units,Consumed Joules,Watts,Thermal headroom below TjMax(°C),Consumed DRAM energy units,Consumed DRAM Joules,DRAM Watts,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,DRAMClocks,Rank0 CKE Off Residency(%),Rank0 CKE Off Average Cycles,Rank0 Cycles per transition,DRAMClocks,Rank1 CKE Off Residency(%),Rank1 CKE Off Average Cycles,Rank1 Cycles per transition,PCUClocks,Freq band 0 cycles(%),Freq band 1 cycles(%),Freq band 2 cycles(%),Consumed energy units,Consumed Joules,Watts,Thermal headroom below TjMax(°C),Consumed DRAM energy units,Consumed DRAM Joules,DRAM Watts,
2026-04-01,21:25:23.583,667205241,0.01,39752,667205241,667205241,0.01,39681,667205241,667205968,0.01,38614,667205968,667205968,0.01,38479,667205968,667206307,0.01,37728,667206307,667206307,0.01,37577,667206307,667206823,0.01,36726,667206823,667206823,0.01,36517,667206823,800581830,94.68,94.68,0.00,1610289,24.57,24.57,59,483057,7.37,7.37,667103343,0.01,36590,667103343,667103343,0.01,36537,667103343,667103733,0.01,36104,667103733,667103733,0.01,36061,667103733,667103962,0.01,35729,667103962,667103962,0.01,35633,667103962,667104156,0.01,35528,667104156,667104156,0.01,35483,667104156,800576160,99.84,99.84,0.00,1532771,23.39,23.39,55,576854,8.80,8.80,
2026-04-01,21:25:24.583,666629552,0.01,37218,666629552,666629552,0.01,37155,666629552,666630387,0.01,36413,666630387,666630387,0.01,36365,666630387,666630670,0.01,36068,666630670,666630670,0.01,36078,666630670,666631036,0.01,35598,666631036,666631036,0.01,35513,666631036,800002617,94.40,94.40,0.00,1616336,24.66,24.66,59,481939,7.35,7.35,666633771,0.01,36425,666633771,666633771,0.01,36403,666633771,666634303,0.01,35969,666634303,666634303,0.01,35972,666634303,666634559,0.01,35830,666634559,666634559,0.01,35831,666634559,666634902,0.01,35559,666634902,666634902,0.01,35572,666634902,799993671,99.94,99.94,0.00,1528642,23.33,23.33,56,580125,8.85,8.85,
2026-04-01,21:25:25.583,666512427,0.01,37670,666512427,666512427,0.01,37701,666512427,666513191,0.01,36765,666513191,666513191,0.01,36713,666513191,666513743,0.01,36191,666513743,666513743,0.01,36188,666513743,666514347,0.01,35551,666514347,666514347,0.01,35593,666514347,799873862,94.51,94.51,0.00,1613411,24.62,24.62,58,483590,7.38,7.38,666524698,0.01,36574,666524698,666524698,0.01,36635,666524698,666525244,0.01,36024,666525244,666525244,0.01,36117,666525244,666525445,0.01,35833,666525445,666525445,0.01,35857,666525445,666525718,0.01,35631,666525718,666525718,0.01,35639,666525718,799871278,99.95,99.95,0.00,1528387,23.32,23.32,56,587250,8.96,8.96,
2026-04-01,21:25:26.583,666519071,0.01,36663,666519071,666519071,0.01,36639,666519071,666519806,0.01,35952,666519806,666519806,0.01,35980,666519806,666520098,0.01,35620,666520098,666520098,0.01,35581,666520098,666520468,0.01,35237,666520468,666520468,0.01,35225,666520468,799850702,94.31,94.31,0.00,1615016,24.64,24.64,59,484385,7.39,7.39,666505514,0.01,36355,666505514,666505514,0.01,36423,666505514,666505882,0.01,36121,666505882,666505882,0.01,36069,666505882,666505984,0.01,35900,666505984,666505984,0.01,35872,666505984,666506247,0.01,35561,666506247,666506247,0.01,48366,666506247,799870004,99.96,99.96,0.00,1528220,23.32,23.32,55,586963,8.96,8.96,
2026-04-01,21:25:27.584,667172549,0.01,36659,667172549,667172549,0.01,36673,667172549,667173137,0.01,36062,667173137,667173137,0.01,36030,667173137,667173543,0.01,35646,667173543,667173543,0.01,35685,667173543,667173881,0.01,35323,667173881,667173881,0.01,35343,667173881,800651875,94.37,94.37,0.00,1611756,24.59,24.59,59,481301,7.34,7.34,667160671,0.01,49830,667160671,667160671,0.01,49739,667160671,667161155,0.01,49293,667161155,667161155,0.01,49285,667161155,667161436,0.01,49079,667161436,667161436,0.01,49095,667161436,667161775,0.01,48732,667161775,667161775,0.01,35939,667161775,800636096,99.84,99.84,0.00,1532086,23.38,23.38,56,588552,8.98,8.98,
2026-04-01,21:25:28.584,666511605,0.01,36743,666511605,666511605,0.01,36788,666511605,666512271,0.01,36091,666512271,666512271,0.01,36135,666512271,666512571,0.01,35854,666512571,666512571,0.01,35845,666512571,666513026,0.01,35383,666513026,666513026,0.01,35322,666513026,799859046,94.23,94.23,0.00,1616279,24.66,24.66,59,482561,7.36,7.36,666512394,0.01,36452,666512394,666512394,0.01,36478,666512394,666512756,0.01,36060,666512756,666512756,0.01,36054,666512756,666512882,0.01,35948,666512882,666512882,0.01,35945,666512882,666513081,0.01,35918,666513081,666513081,0.01,35934,666513081,799857533,99.93,99.93,0.00,1528578,23.32,23.32,56,586915,8.96,8.96,
2026-04-01,21:25:29.583,666513217,0.01,36332,666513217,666513217,0.01,36299,666513217,666513865,0.01,35720,666513865,666513865,0.01,35722,666513865,666514057,0.01,35510,666514057,666514057,0.01,35513,666514057,666514355,0.01,35229,666514355,666514355,0.01,35286,666514355,799858842,94.62,94.62,0.00,1615040,24.64,24.64,59,491666,7.50,7.50,666512729,0.01,36768,666512729,666512729,0.01,36729,666512729,666513053,0.01,36438,666513053,666513053,0.01,36477,666513053,666513338,0.01,36232,666513338,666513338,0.01,36222,666513338,666513623,0.01,35833,666513623,666513623,0.01,35822,666513623,799859559,99.97,99.97,0.00,1528238,23.32,23.32,56,589036,8.99,8.99,
2026-04-01,21:25:30.583,666483789,0.01,36590,666483789,666483789,0.01,36596,666483789,666484497,0.01,35903,666484497,666484497,0.01,35872,666484497,666484736,0.01,35646,666484736,666484736,0.01,35650,666484736,666485072,0.01,35286,666485072,666485072,0.01,35230,666485072,799824611,94.50,94.50,0.00,1611653,24.59,24.59,59,486882,7.43,7.43,666483188,0.01,36688,666483188,666483188,0.01,36713,666483188,666483689,0.01,36237,666483689,666483689,0.01,36197,666483689,666483814,0.01,35980,666483814,666483814,0.01,36001,666483814,666484113,0.01,35697,666484113,666484113,0.01,35680,666484113,799822142,99.97,99.97,0.00,1528563,23.32,23.32,55,579102,8.84,8.84,
2026-04-01,21:25:31.583,666500199,0.01,36320,666500199,666500199,0.01,36317,666500199,666500795,0.01,35638,666500795,666500795,0.01,35690,666500795,666501060,0.01,35451,666501060,666501060,0.01,35445,666501060,666501399,0.01,35123,666501399,666501399,0.01,35178,666501399,799856197,94.49,94.49,0.00,1614094,24.63,24.63,58,488035,7.45,7.45,666511202,0.01,36958,666511202,666511202,0.01,36971,666511202,666511657,0.01,36467,666511657,666511657,0.01,36475,666511657,666511847,0.01,36285,666511847,666511847,0.01,36349,666511847,666512241,0.01,35971,666512241,666512241,0.01,35999,666512241,799858663,99.96,99.96,0.00,1532439,23.38,23.38,55,581545,8.87,8.87,
