run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	581.90	13049.63	54.97	116.80	2.77	321.00	NA	86.83
2	580.92	13037.24	55.07	116.80	2.96	328.03	NA	87.30
3	581.56	13054.10	55.00	116.80	2.78	357.25	NA	87.53
4	580.74	13026.10	55.08	116.80	2.87	285.61	NA	86.84
5	580.90	13040.98	55.07	116.80	2.91	323.78	NA	87.58
6	580.38	13037.43	55.12	116.80	2.90	342.48	NA	87.97
7	582.67	13084.90	54.90	116.80	2.91	282.31	NA	88.08
8	582.04	13067.32	54.96	116.80	2.72	371.43	NA	87.83
9	580.20	13056.82	55.13	116.80	2.85	304.41	NA	89.36
10	578.39	13013.36	55.31	116.80	2.87	311.10	NA	88.96
