run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	8652.93	138446.83	3.70	4.10	2.36	8.63	NA	0.00
2	8647.28	138356.43	3.70	4.10	2.35	8.20	NA	0.00
3	8654.57	138473.17	3.69	4.10	2.34	8.35	NA	0.00
4	8649.71	138395.32	3.70	4.10	2.23	8.34	NA	0.00
5	8659.46	138551.38	3.69	4.10	2.32	9.13	NA	0.00
6	8661.91	138590.53	3.69	4.10	2.32	8.08	NA	0.00
7	8655.23	138483.74	3.69	4.10	2.35	6.25	NA	0.00
8	8661.21	138579.36	3.69	4.10	2.30	8.76	NA	0.00
9	8660.69	138571.06	3.69	4.10	2.36	7.52	NA	0.00
10	8665.69	138651.05	3.69	4.10	2.31	8.33	NA	0.00
