run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	15.55	342.19	2016.90	4128.91	57.55	7398.71	NA	1.92
2	15.99	360.79	1969.83	4128.91	62.15	7897.04	NA	2.52
3	15.95	360.07	1973.88	4280.32	60.98	7441.94	NA	2.54
4	16.56	361.31	1904.37	3511.19	58.89	5440.66	NA	1.86
5	16.05	358.72	1960.77	4055.23	61.60	6997.79	NA	2.32
6	15.52	349.85	2026.75	4599.99	67.14	9805.04	NA	2.43
7	15.33	349.07	2054.32	4683.57	48.53	7089.59	NA	2.61
8	15.18	338.66	2076.46	4517.90	54.14	6855.47	NA	2.16
9	15.67	357.99	2009.87	4517.90	63.86	9951.12	NA	2.74
10	15.62	351.69	2014.90	4280.32	64.05	6542.85	NA	2.42
