run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	754.92	16994.09	42.37	89.16	2.00	230.85	NA	116.67
2	758.43	17020.28	42.17	89.16	1.99	273.98	NA	113.91
3	755.21	16983.51	42.36	89.16	1.95	227.45	NA	115.55
4	762.19	17101.97	41.97	87.56	1.83	262.47	NA	114.31
5	752.66	16912.42	42.50	89.16	1.98	243.17	NA	114.41
6	758.19	17016.08	42.19	89.16	1.92	225.08	NA	113.98
7	756.22	16956.36	42.30	89.16	1.85	237.71	NA	112.65
8	752.32	16900.32	42.52	89.16	1.95	233.36	NA	113.99
9	764.19	17139.31	41.86	87.56	1.94	233.55	NA	114.18
10	757.93	16998.85	42.21	89.16	1.91	226.69	NA	113.18
