run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	788.37	17771.26	40.58	86.00	1.40	242.77	NA	123.33
2	783.43	17590.07	40.83	86.00	1.43	235.39	NA	118.20
3	770.47	17325.39	41.52	87.56	1.33	270.34	NA	117.92
4	772.55	17319.69	41.41	87.56	1.45	229.23	NA	114.98
5	772.42	17348.39	41.42	86.00	1.41	296.93	NA	116.94
6	774.07	17367.57	41.33	86.00	1.40	229.58	NA	116.16
7	767.09	17293.69	41.70	87.56	1.39	253.77	NA	120.12
8	774.69	17395.17	41.29	87.56	1.36	233.86	NA	116.99
9	771.53	17388.55	41.46	87.56	1.37	223.10	NA	120.55
10	774.75	17449.29	41.29	87.56	1.42	248.25	NA	120.26
