run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	582.99	13126.86	54.87	116.80	2.43	298.78	NA	90.24
2	581.60	13085.48	55.00	116.80	2.52	277.70	NA	89.42
3	587.29	13162.28	54.47	116.80	2.59	342.31	NA	87.17
4	585.00	13137.58	54.68	116.80	2.58	315.23	NA	88.45
5	582.60	13122.05	54.91	116.80	2.53	405.81	NA	90.39
6	583.90	13150.18	54.78	116.80	2.40	337.65	NA	90.62
7	587.79	13181.44	54.42	116.80	2.54	310.68	NA	87.67
8	584.76	13136.73	54.70	116.80	2.51	306.56	NA	88.75
9	584.28	13112.56	54.75	116.80	2.49	364.93	NA	87.81
10	583.18	13114.13	54.85	116.80	2.60	302.93	NA	89.28
