run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	392.56	8793.60	81.50	253.35	2.98	911.38	NA	58.01
2	384.08	8630.48	83.30	248.83	2.84	3134.88	NA	58.38
3	402.32	9017.26	79.52	253.35	2.90	801.19	NA	59.77
4	393.05	8819.82	81.39	240.02	3.00	2246.17	NA	59.01
5	394.07	8872.66	81.19	267.41	2.88	765.23	NA	60.98
6	386.60	8675.01	82.75	248.83	2.95	2568.09	NA	57.98
7	397.21	8908.29	80.54	248.83	3.02	751.71	NA	59.35
8	377.32	8488.28	84.79	272.27	2.90	1503.20	NA	57.93
9	388.31	8727.20	82.39	257.95	2.70	972.70	NA	59.16
10	395.20	8856.79	80.89	240.02	2.95	2029.64	NA	58.62
