run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	224.67	5048.25	142.32	292.60	9.51	850.37	NA	34.14
2	225.66	5047.84	141.71	292.60	9.84	622.55	NA	32.92
3	225.08	5056.99	142.08	297.92	9.95	665.82	NA	34.18
4	225.80	5045.21	141.63	297.92	9.01	634.72	NA	32.56
5	225.50	5041.69	141.80	292.60	10.24	694.78	NA	32.67
6	224.77	5041.83	142.27	297.92	10.90	763.13	NA	33.62
7	225.39	5057.45	141.87	297.92	8.27	668.83	NA	33.82
8	225.02	5038.65	142.11	297.92	10.17	664.95	NA	33.15
9	225.78	5037.90	141.64	297.92	9.35	681.61	NA	32.12
10	225.04	5044.51	142.10	297.92	9.29	766.27	NA	33.50
