run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	645.06	14488.71	49.58	104.84	3.33	333.24	NA	97.72
2	641.84	14380.38	49.83	104.84	3.56	301.32	NA	94.97
3	627.01	14099.08	51.01	106.75	3.62	290.60	NA	95.92
4	640.26	14363.22	49.95	104.84	3.52	273.57	NA	95.91
5	648.64	14579.20	49.31	102.97	3.39	328.02	NA	98.80
6	639.60	14344.47	50.01	104.84	3.29	296.36	NA	95.52
7	648.73	14538.41	49.30	102.97	3.53	270.13	NA	96.25
8	649.04	14570.84	49.28	104.84	3.38	289.79	NA	97.79
9	634.26	14243.25	50.42	104.84	3.18	326.76	NA	95.88
10	621.09	13953.97	51.50	106.75	3.47	300.06	NA	94.25
