run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	582.70	13089.02	54.90	116.80	2.61	309.20	NA	88.33
2	583.42	13111.99	54.83	116.80	2.66	314.74	NA	88.83
3	582.76	13068.58	54.89	116.80	2.57	404.70	NA	86.95
4	582.83	13108.99	54.88	116.80	2.58	302.51	NA	89.42
5	581.61	13089.30	55.00	116.80	2.36	300.63	NA	89.67
6	582.25	13071.44	54.94	116.80	2.56	315.48	NA	87.75
7	582.30	13113.34	54.93	116.80	2.51	394.92	NA	90.22
8	583.00	13098.89	54.87	116.80	2.48	483.44	NA	88.61
9	581.47	13064.09	55.01	116.80	2.37	282.06	NA	88.27
10	578.81	13047.39	55.26	116.80	2.42	307.75	NA	90.52
