run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	622.56	13951.68	51.37	106.75	3.52	294.10	NA	92.27
2	620.38	13959.95	51.56	108.68	3.50	280.56	NA	95.47
3	625.05	14042.70	51.17	106.75	3.51	268.66	NA	94.90
4	623.37	14003.72	51.31	108.68	3.36	293.71	NA	94.48
5	630.53	14162.69	50.72	106.75	3.19	281.66	NA	95.45
6	623.10	13944.37	51.33	108.68	3.40	299.87	NA	91.16
7	621.61	13960.85	51.45	108.68	3.41	308.79	NA	94.03
8	625.32	14048.26	51.15	108.68	3.67	284.49	NA	94.88
9	614.58	13798.95	52.04	110.66	3.45	333.63	NA	92.81
10	623.70	14014.51	51.28	108.68	3.40	353.49	NA	94.75
