run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	15.19	342.04	2074.33	4358.09	56.77	7867.97	NA	2.34
2	15.03	340.96	2094.27	4437.27	54.18	7098.45	NA	2.48
3	15.17	340.76	2073.30	4203.93	58.98	10990.16	NA	2.30
4	15.01	333.84	2096.52	4280.32	58.61	10361.78	NA	2.08
5	15.57	350.16	2021.05	4203.93	61.36	7349.10	NA	2.38
6	15.19	339.04	2072.53	4280.32	50.66	9735.13	NA	2.17
7	15.30	348.90	2056.77	4358.09	65.26	8779.13	NA	2.64
8	15.22	339.19	2067.22	4437.27	62.73	8911.74	NA	2.14
9	15.47	345.93	2036.23	4280.32	58.63	7775.10	NA	2.24
10	15.37	344.95	2049.72	4599.99	64.87	8252.73	NA	2.32
