run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	752.30	16876.56	42.52	89.16	1.43	257.29	NA	112.62
2	760.21	17091.17	42.08	89.16	1.47	236.02	NA	116.10
3	763.46	17146.83	41.90	87.56	1.42	242.00	NA	115.51
4	749.26	16853.83	42.70	90.78	1.40	219.29	NA	114.98
5	755.83	16995.20	42.33	89.16	1.38	214.56	NA	115.55
6	756.72	17045.45	42.28	89.16	1.33	274.02	NA	117.58
7	758.62	17011.48	42.17	87.56	1.41	239.96	NA	113.19
8	756.17	17061.15	42.31	89.16	1.45	241.29	NA	119.26
9	754.65	16967.46	42.39	89.16	1.34	266.94	NA	115.28
10	764.36	17168.07	41.85	87.56	1.46	282.96	NA	115.82
