run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	473.35	10617.50	67.56	139.85	1.66	323.18	NA	70.76
2	476.19	10698.99	67.16	142.39	1.74	339.46	NA	72.29
3	472.48	10613.42	67.69	139.85	1.71	393.01	NA	71.62
4	474.92	10663.36	67.34	142.39	1.65	400.07	NA	71.70
5	475.62	10675.55	67.25	139.85	1.53	374.82	NA	71.57
6	479.19	10727.23	66.75	139.85	1.56	398.93	NA	70.39
7	478.76	10742.47	66.80	139.85	1.67	382.94	NA	71.76
8	474.74	10711.36	67.36	142.39	1.56	364.72	NA	74.82
9	471.99	10622.13	67.76	142.39	1.82	433.66	NA	72.76
10	472.44	10625.00	67.69	142.39	1.87	366.49	NA	72.36
