run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	767.27	17271.14	41.70	87.56	1.37	238.09	NA	118.51
2	760.49	17136.31	42.07	89.16	1.41	337.75	NA	118.55
3	765.83	17186.39	41.77	87.56	1.40	246.74	NA	115.06
4	786.42	17659.42	40.68	86.00	1.41	240.85	NA	118.83
5	769.89	17305.84	41.55	87.56	1.38	263.60	NA	117.38
6	763.94	17131.46	41.88	89.16	1.32	232.79	NA	114.04
7	780.31	17549.06	41.00	86.00	1.34	246.64	NA	119.56
8	768.10	17288.00	41.65	87.56	1.44	242.25	NA	118.48
9	776.03	17441.66	41.22	86.00	1.36	235.51	NA	118.19
10	767.20	17264.02	41.70	87.56	1.40	233.02	NA	118.11
