run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	15.14	335.37	2077.26	3911.79	64.14	10060.56	NA	2.01
2	15.49	355.34	2033.24	4358.09	56.08	8293.94	NA	2.79
3	15.28	343.26	2059.85	4437.27	63.07	8374.41	NA	2.32
4	15.25	338.36	2059.89	4358.09	56.88	7549.88	NA	2.06
5	15.32	343.05	2048.85	4517.90	65.07	7726.41	NA	2.27
6	15.22	338.57	2065.13	4358.09	67.28	7123.84	NA	2.11
7	15.18	345.14	2073.21	4358.09	50.54	7181.01	NA	2.55
8	15.46	346.48	2034.31	4599.99	67.29	7584.99	NA	2.29
9	15.26	344.60	2055.50	4280.32	67.27	7056.30	NA	2.43
10	15.15	340.02	2074.11	4517.90	67.29	7365.05	NA	2.27
