run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	15.51	347.98	2027.98	4599.99	61.85	11855.09	NA	2.32
2	15.29	343.98	2059.21	4358.09	67.24	10780.00	NA	2.36
3	15.24	342.68	2063.53	4517.90	63.91	7224.84	NA	2.32
4	15.01	339.29	2094.19	4358.09	66.06	7341.93	NA	2.40
5	15.37	344.86	2047.32	4517.90	67.08	14768.31	NA	2.30
6	15.58	351.08	2019.66	4280.32	55.48	7217.29	NA	2.43
7	15.50	347.83	2028.43	4517.90	58.94	9342.47	NA	2.33
8	15.58	358.18	2023.36	4280.32	67.06	9552.55	NA	2.86
9	15.85	350.00	1986.84	3841.98	57.13	9986.84	NA	2.03
10	15.45	352.25	2036.06	4437.27	57.88	8604.17	NA	2.66
