run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	368.01	8261.99	86.87	267.41	2.87	2461.65	NA	55.44
2	386.36	8666.13	82.71	262.64	2.95	958.61	NA	57.73
3	371.26	8340.39	86.11	257.95	2.93	2861.52	NA	56.28
4	391.24	8740.78	81.77	257.95	2.41	862.78	NA	56.32
5	372.31	8346.57	85.82	267.41	2.81	1560.78	NA	55.37
6	387.70	8698.48	82.52	272.27	2.95	789.47	NA	58.09
7	374.06	8384.31	85.45	257.95	2.86	2986.82	NA	55.55
8	385.74	8628.13	82.94	267.41	2.79	936.31	NA	56.16
9	383.13	8590.07	83.50	257.95	2.92	782.80	NA	57.05
10	377.13	8450.01	84.83	262.64	2.94	1493.70	NA	55.83
