run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	372.31	8316.08	85.93	267.41	2.68	867.75	NA	53.49
2	377.60	8462.65	84.69	262.64	2.60	1597.10	NA	56.00
3	392.09	8787.80	81.60	262.64	2.88	738.87	NA	58.17
4	369.13	8291.10	86.67	253.35	2.77	2232.66	NA	55.94
5	390.70	8745.91	81.89	262.64	2.76	984.92	NA	57.29
6	373.44	8353.11	85.61	267.41	2.72	3199.95	NA	54.37
7	403.91	9093.41	79.20	253.35	2.81	1095.73	NA	62.44
8	372.22	8331.04	85.95	267.41	2.70	1444.88	NA	54.57
9	374.34	8396.16	85.47	267.41	2.96	771.06	NA	55.95
10	390.96	8748.59	81.81	262.64	3.02	705.73	NA	57.17
