run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	756.84	17019.42	42.27	89.16	1.47	244.96	NA	115.83
2	754.32	16961.45	42.41	89.16	1.43	286.65	NA	115.34
3	775.57	17398.68	41.25	86.00	1.37	254.74	NA	116.12
4	761.50	17093.91	42.01	87.56	1.42	226.02	NA	114.74
5	764.82	17215.71	41.83	87.56	1.41	258.11	NA	118.09
6	760.34	17066.45	42.07	87.56	1.27	253.04	NA	114.44
7	759.41	17061.73	42.12	89.16	1.42	261.70	NA	115.32
8	756.85	16998.74	42.27	89.16	1.39	277.74	NA	114.56
9	762.32	17091.35	41.97	87.56	1.38	276.77	NA	113.50
10	741.94	16664.47	43.12	90.78	1.45	281.86	NA	112.32
