run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	778.63	17468.56	41.08	86.00	1.38	231.75	NA	116.67
2	766.47	17191.95	41.73	87.56	1.41	295.98	NA	114.61
3	770.12	17309.94	41.54	87.56	1.41	226.73	NA	117.33
4	775.55	17385.10	41.25	86.00	1.31	202.38	NA	115.30
5	761.91	17088.68	41.98	87.56	1.38	221.68	NA	113.90
6	766.92	17210.24	41.71	87.56	1.43	262.29	NA	115.21
7	762.37	17139.39	41.96	87.56	1.40	238.81	NA	116.47
8	759.94	17068.48	42.10	87.56	1.43	247.29	NA	115.04
9	763.31	17159.29	41.91	89.16	1.38	290.71	NA	116.48
10	759.19	17073.69	42.14	89.16	1.34	251.37	NA	116.31
