run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	757.15	17013.20	42.25	89.16	1.90	278.55	NA	115.04
2	756.85	16978.05	42.27	89.16	1.87	253.29	NA	113.28
3	753.47	16920.96	42.46	89.16	1.97	223.09	NA	113.93
4	756.92	16981.89	42.26	89.16	2.06	256.32	NA	113.50
5	754.57	16970.62	42.39	89.16	1.94	222.61	NA	115.50
6	757.69	17020.18	42.22	89.16	1.94	279.22	NA	114.82
7	755.83	16975.81	42.32	89.16	1.93	254.50	NA	114.46
8	759.15	17058.14	42.14	89.16	1.92	236.57	NA	115.44
9	753.90	16942.10	42.43	89.16	2.01	256.72	NA	114.66
10	754.87	16984.22	42.38	89.16	1.89	259.25	NA	116.09
