run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	421.12	9467.03	75.95	161.51	3.99	429.11	NA	64.28
2	422.34	9456.67	75.73	161.51	4.16	475.85	NA	62.11
3	423.52	9500.19	75.52	158.63	3.98	452.11	NA	63.32
4	422.19	9508.08	75.75	161.51	3.72	435.91	NA	65.46
5	421.94	9471.46	75.80	161.51	4.06	416.83	NA	63.59
6	428.00	9587.21	74.73	158.63	3.80	371.56	NA	63.19
7	423.96	9488.32	75.44	158.63	4.13	354.45	NA	62.14
8	425.04	9536.33	75.24	161.51	3.85	438.87	NA	63.69
9	424.13	9517.20	75.41	158.63	3.80	486.43	NA	63.63
10	421.85	9455.90	75.82	158.63	3.94	464.59	NA	62.69
