run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	8651.82	138429.08	3.70	4.10	2.28	8.37	NA	0.00
2	8659.74	138555.90	3.69	4.10	2.32	8.45	NA	0.00
3	8658.08	138529.25	3.69	4.10	2.28	8.48	NA	0.00
4	8654.65	138474.34	3.69	4.10	2.32	8.08	NA	0.00
5	8655.26	138484.20	3.69	4.10	2.31	8.77	NA	0.00
6	8654.47	138471.54	3.69	4.10	2.34	8.32	NA	0.00
7	8669.85	138717.58	3.69	4.10	2.28	8.23	NA	0.00
8	8658.24	138531.85	3.69	4.10	2.29	7.38	NA	0.00
9	8657.80	138524.85	3.69	4.10	2.33	7.92	NA	0.00
10	8662.06	138592.93	3.69	4.10	2.33	8.12	NA	0.00
