run	transactions_per_sec	queries_per_sec	latency_avg_ms	latency_p95_ms	latency_min_ms	latency_max_ms	total_time_s	errors_per_sec
1	374.85	8367.50	85.31	267.41	2.88	1561.40	NA	53.60
2	383.80	8637.43	83.36	267.41	2.98	952.83	NA	59.13
3	381.87	8541.92	83.78	262.64	2.70	2077.64	NA	55.70
4	378.23	8473.47	84.59	272.27	2.69	753.91	NA	55.93
5	370.95	8314.56	86.24	253.35	2.76	2463.98	NA	55.09
6	374.64	8389.50	85.39	262.64	2.97	1380.39	NA	55.12
7	374.16	8377.97	85.50	257.95	2.74	1501.22	NA	55.03
8	373.34	8398.93	85.69	262.64	2.72	978.22	NA	57.34
9	377.52	8481.48	84.74	267.41	2.77	1563.56	NA	57.31
10	374.96	8410.59	85.33	267.41	2.90	823.40	NA	56.09
